prj	outbreak1	outbreak2	a	b	jd
Zhang_Dengue_2021	rand.100	rand.94	3	7	0.428571428571429
Zhang_Dengue_2021	rand.100	rand.17	2	8	0.25
Zhang_Dengue_2021	rand.100	rand.99	2	8	0.25
Zhang_Dengue_2021	rand.100	rand.98	2	8	0.25
Zhang_Dengue_2021	rand.100	rand.8	2	8	0.25
Zhang_Dengue_2021	rand.100	rand.15	1	9	0.111111111111111
Zhang_Dengue_2021	rand.100	rand.12	1	9	0.111111111111111
Zhang_Dengue_2021	rand.100	rand.86	2	8	0.25
Zhang_Dengue_2021	rand.100	rand.10	2	8	0.25
Zhang_Dengue_2021	rand.100	rand.4	2	8	0.25
Zhang_Dengue_2021	rand.100	rand.59	0	10	0
Zhang_Dengue_2021	rand.100	rand.58	3	7	0.428571428571429
Zhang_Dengue_2021	rand.100	rand.7	1	9	0.111111111111111
Zhang_Dengue_2021	rand.100	rand.54	2	8	0.25
Zhang_Dengue_2021	rand.100	rand.22	1	9	0.111111111111111
Zhang_Dengue_2021	rand.100	rand.25	2	8	0.25
Zhang_Dengue_2021	rand.100	rand.27	1	9	0.111111111111111
Zhang_Dengue_2021	rand.100	rand.60	1	9	0.111111111111111
Zhang_Dengue_2021	rand.100	rand.89	2	8	0.25
Zhang_Dengue_2021	rand.100	rand.88	1	9	0.111111111111111
Zhang_Dengue_2021	rand.100	rand.9	1	9	0.111111111111111
Zhang_Dengue_2021	rand.100	rand.84	2	8	0.25
Zhang_Dengue_2021	rand.100	rand.23	1	9	0.111111111111111
Zhang_Dengue_2021	rand.100	rand.21	2	8	0.25
Zhang_Dengue_2021	rand.100	rand.30	0	10	0
Zhang_Dengue_2021	rand.100	rand.56	2	8	0.25
Zhang_Dengue_2021	rand.100	rand.70	3	7	0.428571428571429
Zhang_Dengue_2021	rand.100	rand.87	2	8	0.25
Zhang_Dengue_2021	rand.100	rand.85	1	9	0.111111111111111
Zhang_Dengue_2021	rand.100	rand.1	3	7	0.428571428571429
Zhang_Dengue_2021	rand.100	rand.82	3	7	0.428571428571429
Zhang_Dengue_2021	rand.100	rand.81	3	7	0.428571428571429
Zhang_Dengue_2021	rand.100	rand.83	2	8	0.25
Zhang_Dengue_2021	rand.100	rand.24	2	8	0.25
Zhang_Dengue_2021	rand.100	rand.28	3	7	0.428571428571429
Zhang_Dengue_2021	rand.100	rand.40	1	9	0.111111111111111
Zhang_Dengue_2021	rand.100	rand.29	0	10	0
Zhang_Dengue_2021	rand.100	rand.52	0	10	0
Zhang_Dengue_2021	rand.100	rand.57	0	10	0
Zhang_Dengue_2021	rand.100	rand.55	1	9	0.111111111111111
Zhang_Dengue_2021	rand.100	rand.53	2	8	0.25
Zhang_Dengue_2021	rand.100	rand.51	1	9	0.111111111111111
Zhang_Dengue_2021	rand.100	rand.26	1	9	0.111111111111111
Zhang_Dengue_2021	rand.100	rand.3	1	9	0.111111111111111
Zhang_Dengue_2021	rand.100	rand.90	0	10	0
Zhang_Dengue_2021	rand.100	rand.6	0	10	0
Zhang_Dengue_2021	rand.46	rand.11	3	7	0.428571428571429
Zhang_Dengue_2021	rand.46	rand.13	0	10	0
Zhang_Dengue_2021	rand.46	rand.94	2	8	0.25
Zhang_Dengue_2021	rand.46	rand.17	2	8	0.25
Zhang_Dengue_2021	rand.46	rand.99	1	9	0.111111111111111
Zhang_Dengue_2021	rand.46	rand.98	1	9	0.111111111111111
Zhang_Dengue_2021	rand.46	rand.8	2	8	0.25
Zhang_Dengue_2021	rand.46	rand.15	2	8	0.25
Zhang_Dengue_2021	rand.46	rand.12	2	8	0.25
Zhang_Dengue_2021	rand.46	rand.86	1	9	0.111111111111111
Zhang_Dengue_2021	rand.46	rand.10	2	8	0.25
Zhang_Dengue_2021	rand.46	rand.4	1	9	0.111111111111111
Zhang_Dengue_2021	rand.46	rand.59	2	8	0.25
Zhang_Dengue_2021	rand.46	rand.58	2	8	0.25
Zhang_Dengue_2021	rand.46	rand.7	1	9	0.111111111111111
Zhang_Dengue_2021	rand.46	rand.54	2	8	0.25
Zhang_Dengue_2021	rand.46	rand.22	1	9	0.111111111111111
Zhang_Dengue_2021	rand.46	rand.25	1	9	0.111111111111111
Zhang_Dengue_2021	rand.46	rand.27	2	8	0.25
Zhang_Dengue_2021	rand.46	rand.60	0	10	0
Zhang_Dengue_2021	rand.46	rand.89	2	8	0.25
Zhang_Dengue_2021	rand.46	rand.88	2	8	0.25
Zhang_Dengue_2021	rand.46	rand.9	1	9	0.111111111111111
Zhang_Dengue_2021	rand.46	rand.84	2	8	0.25
Zhang_Dengue_2021	rand.46	rand.23	0	10	0
Zhang_Dengue_2021	rand.46	rand.21	2	8	0.25
Zhang_Dengue_2021	rand.46	rand.30	1	9	0.111111111111111
Zhang_Dengue_2021	rand.46	rand.56	4	6	0.666666666666667
Zhang_Dengue_2021	rand.46	rand.70	2	8	0.25
Zhang_Dengue_2021	rand.46	rand.87	0	10	0
Zhang_Dengue_2021	rand.46	rand.85	1	9	0.111111111111111
Zhang_Dengue_2021	rand.46	rand.1	4	6	0.666666666666667
Zhang_Dengue_2021	rand.46	rand.82	2	8	0.25
Zhang_Dengue_2021	rand.46	rand.81	2	8	0.25
Zhang_Dengue_2021	rand.46	rand.83	1	9	0.111111111111111
Zhang_Dengue_2021	rand.46	rand.24	1	9	0.111111111111111
Zhang_Dengue_2021	rand.46	rand.28	3	7	0.428571428571429
Zhang_Dengue_2021	rand.46	rand.40	0	10	0
Zhang_Dengue_2021	rand.46	rand.29	1	9	0.111111111111111
Zhang_Dengue_2021	rand.46	rand.52	0	10	0
Zhang_Dengue_2021	rand.46	rand.57	1	9	0.111111111111111
Zhang_Dengue_2021	rand.46	rand.55	1	9	0.111111111111111
Zhang_Dengue_2021	rand.46	rand.53	1	9	0.111111111111111
Zhang_Dengue_2021	rand.46	rand.51	2	8	0.25
Zhang_Dengue_2021	rand.46	rand.26	1	9	0.111111111111111
Zhang_Dengue_2021	rand.46	rand.3	1	9	0.111111111111111
Zhang_Dengue_2021	rand.46	rand.90	1	9	0.111111111111111
Zhang_Dengue_2021	rand.46	rand.6	1	9	0.111111111111111
Zhang_Dengue_2021	rand.11	rand.13	2	8	0.25
Zhang_Dengue_2021	rand.11	rand.94	2	8	0.25
Zhang_Dengue_2021	rand.11	rand.17	3	7	0.428571428571429
Zhang_Dengue_2021	rand.11	rand.99	2	8	0.25
Zhang_Dengue_2021	rand.11	rand.98	1	9	0.111111111111111
Zhang_Dengue_2021	rand.11	rand.8	1	9	0.111111111111111
Zhang_Dengue_2021	rand.11	rand.15	3	7	0.428571428571429
Zhang_Dengue_2021	rand.11	rand.12	2	8	0.25
Zhang_Dengue_2021	rand.11	rand.86	1	9	0.111111111111111
Zhang_Dengue_2021	rand.11	rand.10	2	8	0.25
Zhang_Dengue_2021	rand.11	rand.4	1	9	0.111111111111111
Zhang_Dengue_2021	rand.11	rand.59	2	8	0.25
Zhang_Dengue_2021	rand.11	rand.58	2	8	0.25
Zhang_Dengue_2021	rand.11	rand.7	2	8	0.25
Zhang_Dengue_2021	rand.11	rand.54	2	8	0.25
Zhang_Dengue_2021	rand.11	rand.22	3	7	0.428571428571429
Zhang_Dengue_2021	rand.11	rand.25	2	8	0.25
Zhang_Dengue_2021	rand.11	rand.27	3	7	0.428571428571429
Zhang_Dengue_2021	rand.11	rand.60	1	9	0.111111111111111
Zhang_Dengue_2021	rand.11	rand.89	2	8	0.25
Zhang_Dengue_2021	rand.11	rand.88	1	9	0.111111111111111
Zhang_Dengue_2021	rand.11	rand.9	1	9	0.111111111111111
Zhang_Dengue_2021	rand.11	rand.84	2	8	0.25
Zhang_Dengue_2021	rand.11	rand.23	1	9	0.111111111111111
Zhang_Dengue_2021	rand.11	rand.21	3	7	0.428571428571429
Zhang_Dengue_2021	rand.11	rand.30	2	8	0.25
Zhang_Dengue_2021	rand.11	rand.56	2	8	0.25
Zhang_Dengue_2021	rand.11	rand.70	1	9	0.111111111111111
Zhang_Dengue_2021	rand.11	rand.87	0	10	0
Zhang_Dengue_2021	rand.11	rand.85	1	9	0.111111111111111
Zhang_Dengue_2021	rand.11	rand.1	3	7	0.428571428571429
Zhang_Dengue_2021	rand.11	rand.82	3	7	0.428571428571429
Zhang_Dengue_2021	rand.11	rand.81	1	9	0.111111111111111
Zhang_Dengue_2021	rand.11	rand.83	1	9	0.111111111111111
Zhang_Dengue_2021	rand.11	rand.24	2	8	0.25
Zhang_Dengue_2021	rand.11	rand.28	3	7	0.428571428571429
Zhang_Dengue_2021	rand.11	rand.40	2	8	0.25
Zhang_Dengue_2021	rand.11	rand.29	2	8	0.25
Zhang_Dengue_2021	rand.11	rand.52	1	9	0.111111111111111
Zhang_Dengue_2021	rand.11	rand.57	1	9	0.111111111111111
Zhang_Dengue_2021	rand.11	rand.55	2	8	0.25
Zhang_Dengue_2021	rand.11	rand.53	1	9	0.111111111111111
Zhang_Dengue_2021	rand.11	rand.51	2	8	0.25
Zhang_Dengue_2021	rand.11	rand.26	1	9	0.111111111111111
Zhang_Dengue_2021	rand.11	rand.3	1	9	0.111111111111111
Zhang_Dengue_2021	rand.11	rand.90	1	9	0.111111111111111
Zhang_Dengue_2021	rand.11	rand.6	2	8	0.25
Zhang_Dengue_2021	rand.13	rand.94	1	9	0.111111111111111
Zhang_Dengue_2021	rand.13	rand.17	1	9	0.111111111111111
Zhang_Dengue_2021	rand.13	rand.99	3	7	0.428571428571429
Zhang_Dengue_2021	rand.13	rand.98	1	9	0.111111111111111
Zhang_Dengue_2021	rand.13	rand.8	0	10	0
Zhang_Dengue_2021	rand.13	rand.15	2	8	0.25
Zhang_Dengue_2021	rand.13	rand.12	2	8	0.25
Zhang_Dengue_2021	rand.13	rand.86	1	9	0.111111111111111
Zhang_Dengue_2021	rand.13	rand.10	1	9	0.111111111111111
Zhang_Dengue_2021	rand.13	rand.4	2	8	0.25
Zhang_Dengue_2021	rand.13	rand.59	3	7	0.428571428571429
Zhang_Dengue_2021	rand.13	rand.58	1	9	0.111111111111111
Zhang_Dengue_2021	rand.13	rand.7	2	8	0.25
Zhang_Dengue_2021	rand.13	rand.54	2	8	0.25
Zhang_Dengue_2021	rand.13	rand.22	3	7	0.428571428571429
Zhang_Dengue_2021	rand.13	rand.25	1	9	0.111111111111111
Zhang_Dengue_2021	rand.13	rand.27	3	7	0.428571428571429
Zhang_Dengue_2021	rand.13	rand.60	1	9	0.111111111111111
Zhang_Dengue_2021	rand.13	rand.89	1	9	0.111111111111111
Zhang_Dengue_2021	rand.13	rand.88	1	9	0.111111111111111
Zhang_Dengue_2021	rand.13	rand.9	3	7	0.428571428571429
Zhang_Dengue_2021	rand.13	rand.84	2	8	0.25
Zhang_Dengue_2021	rand.13	rand.23	2	8	0.25
Zhang_Dengue_2021	rand.13	rand.21	2	8	0.25
Zhang_Dengue_2021	rand.13	rand.30	1	9	0.111111111111111
Zhang_Dengue_2021	rand.13	rand.56	0	10	0
Zhang_Dengue_2021	rand.13	rand.70	0	10	0
Zhang_Dengue_2021	rand.13	rand.87	2	8	0.25
Zhang_Dengue_2021	rand.13	rand.85	1	9	0.111111111111111
Zhang_Dengue_2021	rand.13	rand.1	0	10	0
Zhang_Dengue_2021	rand.13	rand.82	2	8	0.25
Zhang_Dengue_2021	rand.13	rand.81	1	9	0.111111111111111
Zhang_Dengue_2021	rand.13	rand.83	2	8	0.25
Zhang_Dengue_2021	rand.13	rand.24	2	8	0.25
Zhang_Dengue_2021	rand.13	rand.28	0	10	0
Zhang_Dengue_2021	rand.13	rand.40	4	6	0.666666666666667
Zhang_Dengue_2021	rand.13	rand.29	2	8	0.25
Zhang_Dengue_2021	rand.13	rand.52	4	6	0.666666666666667
Zhang_Dengue_2021	rand.13	rand.57	2	8	0.25
Zhang_Dengue_2021	rand.13	rand.55	3	7	0.428571428571429
Zhang_Dengue_2021	rand.13	rand.53	1	9	0.111111111111111
Zhang_Dengue_2021	rand.13	rand.51	2	8	0.25
Zhang_Dengue_2021	rand.13	rand.26	2	8	0.25
Zhang_Dengue_2021	rand.13	rand.3	2	8	0.25
Zhang_Dengue_2021	rand.13	rand.90	3	7	0.428571428571429
Zhang_Dengue_2021	rand.13	rand.6	3	7	0.428571428571429
Zhang_Dengue_2021	rand.94	rand.17	2	8	0.25
Zhang_Dengue_2021	rand.94	rand.99	2	8	0.25
Zhang_Dengue_2021	rand.94	rand.98	0	10	0
Zhang_Dengue_2021	rand.94	rand.8	1	9	0.111111111111111
Zhang_Dengue_2021	rand.94	rand.15	1	9	0.111111111111111
Zhang_Dengue_2021	rand.94	rand.12	2	8	0.25
Zhang_Dengue_2021	rand.94	rand.86	3	7	0.428571428571429
Zhang_Dengue_2021	rand.94	rand.10	3	7	0.428571428571429
Zhang_Dengue_2021	rand.94	rand.4	4	6	0.666666666666667
Zhang_Dengue_2021	rand.94	rand.59	0	10	0
Zhang_Dengue_2021	rand.94	rand.58	2	8	0.25
Zhang_Dengue_2021	rand.94	rand.7	1	9	0.111111111111111
Zhang_Dengue_2021	rand.94	rand.54	1	9	0.111111111111111
Zhang_Dengue_2021	rand.94	rand.22	2	8	0.25
Zhang_Dengue_2021	rand.94	rand.25	3	7	0.428571428571429
Zhang_Dengue_2021	rand.94	rand.27	2	8	0.25
Zhang_Dengue_2021	rand.94	rand.60	1	9	0.111111111111111
Zhang_Dengue_2021	rand.94	rand.89	1	9	0.111111111111111
Zhang_Dengue_2021	rand.94	rand.88	1	9	0.111111111111111
Zhang_Dengue_2021	rand.94	rand.9	2	8	0.25
Zhang_Dengue_2021	rand.94	rand.84	2	8	0.25
Zhang_Dengue_2021	rand.94	rand.23	2	8	0.25
Zhang_Dengue_2021	rand.94	rand.21	1	9	0.111111111111111
Zhang_Dengue_2021	rand.94	rand.30	0	10	0
Zhang_Dengue_2021	rand.94	rand.56	2	8	0.25
Zhang_Dengue_2021	rand.94	rand.70	3	7	0.428571428571429
Zhang_Dengue_2021	rand.94	rand.87	1	9	0.111111111111111
Zhang_Dengue_2021	rand.94	rand.85	0	10	0
Zhang_Dengue_2021	rand.94	rand.1	2	8	0.25
Zhang_Dengue_2021	rand.94	rand.82	2	8	0.25
Zhang_Dengue_2021	rand.94	rand.81	2	8	0.25
Zhang_Dengue_2021	rand.94	rand.83	2	8	0.25
Zhang_Dengue_2021	rand.94	rand.24	2	8	0.25
Zhang_Dengue_2021	rand.94	rand.28	1	9	0.111111111111111
Zhang_Dengue_2021	rand.94	rand.40	1	9	0.111111111111111
Zhang_Dengue_2021	rand.94	rand.29	0	10	0
Zhang_Dengue_2021	rand.94	rand.52	1	9	0.111111111111111
Zhang_Dengue_2021	rand.94	rand.57	0	10	0
Zhang_Dengue_2021	rand.94	rand.55	0	10	0
Zhang_Dengue_2021	rand.94	rand.53	1	9	0.111111111111111
Zhang_Dengue_2021	rand.94	rand.51	3	7	0.428571428571429
Zhang_Dengue_2021	rand.94	rand.26	2	8	0.25
Zhang_Dengue_2021	rand.94	rand.3	1	9	0.111111111111111
Zhang_Dengue_2021	rand.94	rand.90	1	9	0.111111111111111
Zhang_Dengue_2021	rand.94	rand.6	1	9	0.111111111111111
Zhang_Dengue_2021	rand.17	rand.99	1	9	0.111111111111111
Zhang_Dengue_2021	rand.17	rand.98	2	8	0.25
Zhang_Dengue_2021	rand.17	rand.8	3	7	0.428571428571429
Zhang_Dengue_2021	rand.17	rand.15	1	9	0.111111111111111
Zhang_Dengue_2021	rand.17	rand.12	2	8	0.25
Zhang_Dengue_2021	rand.17	rand.86	1	9	0.111111111111111
Zhang_Dengue_2021	rand.17	rand.10	2	8	0.25
Zhang_Dengue_2021	rand.17	rand.4	2	8	0.25
Zhang_Dengue_2021	rand.17	rand.59	1	9	0.111111111111111
Zhang_Dengue_2021	rand.17	rand.58	2	8	0.25
Zhang_Dengue_2021	rand.17	rand.7	3	7	0.428571428571429
Zhang_Dengue_2021	rand.17	rand.54	1	9	0.111111111111111
Zhang_Dengue_2021	rand.17	rand.22	2	8	0.25
Zhang_Dengue_2021	rand.17	rand.25	3	7	0.428571428571429
Zhang_Dengue_2021	rand.17	rand.27	2	8	0.25
Zhang_Dengue_2021	rand.17	rand.60	2	8	0.25
Zhang_Dengue_2021	rand.17	rand.89	2	8	0.25
Zhang_Dengue_2021	rand.17	rand.88	2	8	0.25
Zhang_Dengue_2021	rand.17	rand.9	1	9	0.111111111111111
Zhang_Dengue_2021	rand.17	rand.84	2	8	0.25
Zhang_Dengue_2021	rand.17	rand.23	2	8	0.25
Zhang_Dengue_2021	rand.17	rand.21	1	9	0.111111111111111
Zhang_Dengue_2021	rand.17	rand.30	2	8	0.25
Zhang_Dengue_2021	rand.17	rand.56	2	8	0.25
Zhang_Dengue_2021	rand.17	rand.70	3	7	0.428571428571429
Zhang_Dengue_2021	rand.17	rand.87	1	9	0.111111111111111
Zhang_Dengue_2021	rand.17	rand.85	2	8	0.25
Zhang_Dengue_2021	rand.17	rand.1	3	7	0.428571428571429
Zhang_Dengue_2021	rand.17	rand.82	1	9	0.111111111111111
Zhang_Dengue_2021	rand.17	rand.81	1	9	0.111111111111111
Zhang_Dengue_2021	rand.17	rand.83	1	9	0.111111111111111
Zhang_Dengue_2021	rand.17	rand.24	3	7	0.428571428571429
Zhang_Dengue_2021	rand.17	rand.28	2	8	0.25
Zhang_Dengue_2021	rand.17	rand.40	1	9	0.111111111111111
Zhang_Dengue_2021	rand.17	rand.29	2	8	0.25
Zhang_Dengue_2021	rand.17	rand.52	2	8	0.25
Zhang_Dengue_2021	rand.17	rand.57	1	9	0.111111111111111
Zhang_Dengue_2021	rand.17	rand.55	1	9	0.111111111111111
Zhang_Dengue_2021	rand.17	rand.53	2	8	0.25
Zhang_Dengue_2021	rand.17	rand.51	2	8	0.25
Zhang_Dengue_2021	rand.17	rand.26	2	8	0.25
Zhang_Dengue_2021	rand.17	rand.3	2	8	0.25
Zhang_Dengue_2021	rand.17	rand.90	1	9	0.111111111111111
Zhang_Dengue_2021	rand.17	rand.6	1	9	0.111111111111111
Zhang_Dengue_2021	rand.99	rand.98	1	9	0.111111111111111
Zhang_Dengue_2021	rand.99	rand.8	1	9	0.111111111111111
Zhang_Dengue_2021	rand.99	rand.15	2	8	0.25
Zhang_Dengue_2021	rand.99	rand.12	2	8	0.25
Zhang_Dengue_2021	rand.99	rand.86	2	8	0.25
Zhang_Dengue_2021	rand.99	rand.10	3	7	0.428571428571429
Zhang_Dengue_2021	rand.99	rand.4	2	8	0.25
Zhang_Dengue_2021	rand.99	rand.59	2	8	0.25
Zhang_Dengue_2021	rand.99	rand.58	3	7	0.428571428571429
Zhang_Dengue_2021	rand.99	rand.7	3	7	0.428571428571429
Zhang_Dengue_2021	rand.99	rand.54	2	8	0.25
Zhang_Dengue_2021	rand.99	rand.22	3	7	0.428571428571429
Zhang_Dengue_2021	rand.99	rand.25	2	8	0.25
Zhang_Dengue_2021	rand.99	rand.27	2	8	0.25
Zhang_Dengue_2021	rand.99	rand.60	2	8	0.25
Zhang_Dengue_2021	rand.99	rand.89	2	8	0.25
Zhang_Dengue_2021	rand.99	rand.88	1	9	0.111111111111111
Zhang_Dengue_2021	rand.99	rand.9	1	9	0.111111111111111
Zhang_Dengue_2021	rand.99	rand.84	4	6	0.666666666666667
Zhang_Dengue_2021	rand.99	rand.23	1	9	0.111111111111111
Zhang_Dengue_2021	rand.99	rand.21	3	7	0.428571428571429
Zhang_Dengue_2021	rand.99	rand.30	1	9	0.111111111111111
Zhang_Dengue_2021	rand.99	rand.56	0	10	0
Zhang_Dengue_2021	rand.99	rand.70	1	9	0.111111111111111
Zhang_Dengue_2021	rand.99	rand.87	3	7	0.428571428571429
Zhang_Dengue_2021	rand.99	rand.85	1	9	0.111111111111111
Zhang_Dengue_2021	rand.99	rand.1	2	8	0.25
Zhang_Dengue_2021	rand.99	rand.82	3	7	0.428571428571429
Zhang_Dengue_2021	rand.99	rand.81	1	9	0.111111111111111
Zhang_Dengue_2021	rand.99	rand.83	3	7	0.428571428571429
Zhang_Dengue_2021	rand.99	rand.24	2	8	0.25
Zhang_Dengue_2021	rand.99	rand.28	1	9	0.111111111111111
Zhang_Dengue_2021	rand.99	rand.40	2	8	0.25
Zhang_Dengue_2021	rand.99	rand.29	1	9	0.111111111111111
Zhang_Dengue_2021	rand.99	rand.52	2	8	0.25
Zhang_Dengue_2021	rand.99	rand.57	2	8	0.25
Zhang_Dengue_2021	rand.99	rand.55	3	7	0.428571428571429
Zhang_Dengue_2021	rand.99	rand.53	2	8	0.25
Zhang_Dengue_2021	rand.99	rand.51	1	9	0.111111111111111
Zhang_Dengue_2021	rand.99	rand.26	1	9	0.111111111111111
Zhang_Dengue_2021	rand.99	rand.3	2	8	0.25
Zhang_Dengue_2021	rand.99	rand.90	2	8	0.25
Zhang_Dengue_2021	rand.99	rand.6	1	9	0.111111111111111
Zhang_Dengue_2021	rand.98	rand.8	2	8	0.25
Zhang_Dengue_2021	rand.98	rand.15	0	10	0
Zhang_Dengue_2021	rand.98	rand.12	0	10	0
Zhang_Dengue_2021	rand.98	rand.86	1	9	0.111111111111111
Zhang_Dengue_2021	rand.98	rand.10	1	9	0.111111111111111
Zhang_Dengue_2021	rand.98	rand.4	0	10	0
Zhang_Dengue_2021	rand.98	rand.59	0	10	0
Zhang_Dengue_2021	rand.98	rand.58	2	8	0.25
Zhang_Dengue_2021	rand.98	rand.7	1	9	0.111111111111111
Zhang_Dengue_2021	rand.98	rand.54	1	9	0.111111111111111
Zhang_Dengue_2021	rand.98	rand.22	2	8	0.25
Zhang_Dengue_2021	rand.98	rand.25	2	8	0.25
Zhang_Dengue_2021	rand.98	rand.27	1	9	0.111111111111111
Zhang_Dengue_2021	rand.98	rand.60	2	8	0.25
Zhang_Dengue_2021	rand.98	rand.89	1	9	0.111111111111111
Zhang_Dengue_2021	rand.98	rand.88	0	10	0
Zhang_Dengue_2021	rand.98	rand.9	2	8	0.25
Zhang_Dengue_2021	rand.98	rand.84	1	9	0.111111111111111
Zhang_Dengue_2021	rand.98	rand.23	2	8	0.25
Zhang_Dengue_2021	rand.98	rand.21	1	9	0.111111111111111
Zhang_Dengue_2021	rand.98	rand.30	2	8	0.25
Zhang_Dengue_2021	rand.98	rand.56	1	9	0.111111111111111
Zhang_Dengue_2021	rand.98	rand.70	2	8	0.25
Zhang_Dengue_2021	rand.98	rand.87	3	7	0.428571428571429
Zhang_Dengue_2021	rand.98	rand.85	3	7	0.428571428571429
Zhang_Dengue_2021	rand.98	rand.1	1	9	0.111111111111111
Zhang_Dengue_2021	rand.98	rand.82	2	8	0.25
Zhang_Dengue_2021	rand.98	rand.81	2	8	0.25
Zhang_Dengue_2021	rand.98	rand.83	2	8	0.25
Zhang_Dengue_2021	rand.98	rand.24	1	9	0.111111111111111
Zhang_Dengue_2021	rand.98	rand.28	2	8	0.25
Zhang_Dengue_2021	rand.98	rand.40	1	9	0.111111111111111
Zhang_Dengue_2021	rand.98	rand.29	2	8	0.25
Zhang_Dengue_2021	rand.98	rand.52	2	8	0.25
Zhang_Dengue_2021	rand.98	rand.57	2	8	0.25
Zhang_Dengue_2021	rand.98	rand.55	2	8	0.25
Zhang_Dengue_2021	rand.98	rand.53	1	9	0.111111111111111
Zhang_Dengue_2021	rand.98	rand.51	0	10	0
Zhang_Dengue_2021	rand.98	rand.26	2	8	0.25
Zhang_Dengue_2021	rand.98	rand.3	1	9	0.111111111111111
Zhang_Dengue_2021	rand.98	rand.90	2	8	0.25
Zhang_Dengue_2021	rand.98	rand.6	1	9	0.111111111111111
Zhang_Dengue_2021	rand.8	rand.15	1	9	0.111111111111111
Zhang_Dengue_2021	rand.8	rand.12	2	8	0.25
Zhang_Dengue_2021	rand.8	rand.86	1	9	0.111111111111111
Zhang_Dengue_2021	rand.8	rand.10	2	8	0.25
Zhang_Dengue_2021	rand.8	rand.4	1	9	0.111111111111111
Zhang_Dengue_2021	rand.8	rand.59	2	8	0.25
Zhang_Dengue_2021	rand.8	rand.58	1	9	0.111111111111111
Zhang_Dengue_2021	rand.8	rand.7	3	7	0.428571428571429
Zhang_Dengue_2021	rand.8	rand.54	1	9	0.111111111111111
Zhang_Dengue_2021	rand.8	rand.22	1	9	0.111111111111111
Zhang_Dengue_2021	rand.8	rand.25	2	8	0.25
Zhang_Dengue_2021	rand.8	rand.27	1	9	0.111111111111111
Zhang_Dengue_2021	rand.8	rand.60	2	8	0.25
Zhang_Dengue_2021	rand.8	rand.89	4	6	0.666666666666667
Zhang_Dengue_2021	rand.8	rand.88	3	7	0.428571428571429
Zhang_Dengue_2021	rand.8	rand.9	1	9	0.111111111111111
Zhang_Dengue_2021	rand.8	rand.84	2	8	0.25
Zhang_Dengue_2021	rand.8	rand.23	1	9	0.111111111111111
Zhang_Dengue_2021	rand.8	rand.21	0	10	0
Zhang_Dengue_2021	rand.8	rand.30	2	8	0.25
Zhang_Dengue_2021	rand.8	rand.56	2	8	0.25
Zhang_Dengue_2021	rand.8	rand.70	2	8	0.25
Zhang_Dengue_2021	rand.8	rand.87	2	8	0.25
Zhang_Dengue_2021	rand.8	rand.85	1	9	0.111111111111111
Zhang_Dengue_2021	rand.8	rand.1	3	7	0.428571428571429
Zhang_Dengue_2021	rand.8	rand.82	0	10	0
Zhang_Dengue_2021	rand.8	rand.81	1	9	0.111111111111111
Zhang_Dengue_2021	rand.8	rand.83	1	9	0.111111111111111
Zhang_Dengue_2021	rand.8	rand.24	3	7	0.428571428571429
Zhang_Dengue_2021	rand.8	rand.28	2	8	0.25
Zhang_Dengue_2021	rand.8	rand.40	1	9	0.111111111111111
Zhang_Dengue_2021	rand.8	rand.29	2	8	0.25
Zhang_Dengue_2021	rand.8	rand.52	1	9	0.111111111111111
Zhang_Dengue_2021	rand.8	rand.57	1	9	0.111111111111111
Zhang_Dengue_2021	rand.8	rand.55	0	10	0
Zhang_Dengue_2021	rand.8	rand.53	3	7	0.428571428571429
Zhang_Dengue_2021	rand.8	rand.51	1	9	0.111111111111111
Zhang_Dengue_2021	rand.8	rand.26	2	8	0.25
Zhang_Dengue_2021	rand.8	rand.3	3	7	0.428571428571429
Zhang_Dengue_2021	rand.8	rand.90	1	9	0.111111111111111
Zhang_Dengue_2021	rand.8	rand.6	1	9	0.111111111111111
Zhang_Dengue_2021	rand.15	rand.12	3	7	0.428571428571429
Zhang_Dengue_2021	rand.15	rand.86	1	9	0.111111111111111
Zhang_Dengue_2021	rand.15	rand.10	2	8	0.25
Zhang_Dengue_2021	rand.15	rand.4	0	10	0
Zhang_Dengue_2021	rand.15	rand.59	3	7	0.428571428571429
Zhang_Dengue_2021	rand.15	rand.58	1	9	0.111111111111111
Zhang_Dengue_2021	rand.15	rand.7	2	8	0.25
Zhang_Dengue_2021	rand.15	rand.54	1	9	0.111111111111111
Zhang_Dengue_2021	rand.15	rand.22	2	8	0.25
Zhang_Dengue_2021	rand.15	rand.25	1	9	0.111111111111111
Zhang_Dengue_2021	rand.15	rand.27	3	7	0.428571428571429
Zhang_Dengue_2021	rand.15	rand.60	2	8	0.25
Zhang_Dengue_2021	rand.15	rand.89	2	8	0.25
Zhang_Dengue_2021	rand.15	rand.88	3	7	0.428571428571429
Zhang_Dengue_2021	rand.15	rand.9	1	9	0.111111111111111
Zhang_Dengue_2021	rand.15	rand.84	2	8	0.25
Zhang_Dengue_2021	rand.15	rand.23	0	10	0
Zhang_Dengue_2021	rand.15	rand.21	3	7	0.428571428571429
Zhang_Dengue_2021	rand.15	rand.30	3	7	0.428571428571429
Zhang_Dengue_2021	rand.15	rand.56	1	9	0.111111111111111
Zhang_Dengue_2021	rand.15	rand.70	0	10	0
Zhang_Dengue_2021	rand.15	rand.87	0	10	0
Zhang_Dengue_2021	rand.15	rand.85	1	9	0.111111111111111
